1030012057378120778319555501011272021            49038200ALBATROSS RADIO SUPPLY
1035180064316882558269555501011272021            03965500MAGNOLIA DAIRY
2016609010019200001079123101006252020            0021114pQUAIL INTERNATIONAL
2016609010035300001079123101005032020            0028632qQUAIL INTERNATIONAL
2016609010026300001079123101002122020            0004203rQUAIL INTERNATIONAL
2016609010035300001079123101009202020            0002026sQUAIL INTERNATIONAL
2016609011020200001179123101010102020            0383339tQUAIL INTERNATIONAL
2016609011020200001179123101010112020            0281250uQUAIL INTERNATIONAL
2016609011011400001179123101002022020            0043754vQUAIL INTERNATIONAL
2016609010010200001079123101003212020            0004612wQUAIL INTERNATIONAL
2016609010019200001079123101006252020            0092715xQUAIL INTERNATIONAL
2016609010035300001079123101009202020            0002026yQUAIL INTERNATIONAL
2013598010034300019672132001004252020            03995820LINDEN OFFICE SUPPLIES
2015148910034600105936132001002122020            00499251MACAW LOCK COMPANY
2015180010025700038053132001002072020            01755982MAGNOLIA DAIRY
2015180010025700036773132001005252020            00069883MAGNOLIA DAIRY
2015180010025700001333132001006252020            00414834MAGNOLIA DAIRY
201519951002580AT65120132001009272020            00534115ORIOLE PRINTING CO
201519951201000AT67397132001003122020            00058466ORIOLE PRINTING CO
201519951102810AT69962132001005032020            00785157ORIOLE PRINTING CO
201519951202470AT74270132001009252020            00464278ORIOLE PRINTING CO
201519951202470AT76096132001004112020            00033759ORIOLE PRINTING CO
2022101011022300112971211501004272020            00050770GROUSE NATIONAL BANK
2022101011000700011571211501008212020            0022275pGROUSE NATIONAL BANK
2022101011002600111271211501004082020            00220501GROUSE NATIONAL BANK
2022101011002900111571211501011032020            0005077qGROUSE NATIONAL BANK
2022101011004200111971211501008272020            00225602GROUSE NATIONAL BANK
2022101011015400112671211501010102020            0021810rGROUSE NATIONAL BANK
2022101010001200010671211501006302020            00217053GROUSE NATIONAL BANK
2022101010003900101571211501005062020            0004702sGROUSE NATIONAL BANK
2022101010004000101571211501011252020            00218704GROUSE NATIONAL BANK
2022101010015300102271211501008272020            0022275tGROUSE NATIONAL BANK
2022101010027600103171211501009042020            00050775GROUSE NATIONAL BANK
2022101010022500102971211501004082020            0022275uGROUSE NATIONAL BANK
2022101010000400010171211501002102020            00219006GROUSE NATIONAL BANK
2022101012004000121771211501008102020            0021885vGROUSE NATIONAL BANK
2022101012017000122971211501009032020            00216607GROUSE NATIONAL BANK
2022101012000400012371211501010102020            0022185wGROUSE NATIONAL BANK
2022101012000900121071211501005152020            00221858GROUSE NATIONAL BANK
2022101012002400121371211501002122020            0004702xGROUSE NATIONAL BANK
2022101012014800122371211501004192020            00213609GROUSE NATIONAL BANK
2022101012016200123171211501009242020            0004852yGROUSE NATIONAL BANK
2016609010035300001071510002006242020            01951410QUAIL INTERNATIONAL
2016609010035300001071510008008272020            00211149QUAIL INTERNATIONAL
2016636010035400596659510008005112020            00414382RAVEN LOCKS & KEYS
2018995010036500001071510008011252020            0001067xWHITE OAK PAPER CO
2019110010036800727967510008006272020            0220803sWILLOW BRASS ORIGINALS
2019110010036800727966510008003312020            04642500WILLOW BRASS ORIGINALS
2022101010029600001071510008008172020            00025312GROUSE NATIONAL BANK
2016609010026300001071510008001052020            00222711QUAIL INTERNATIONAL
2027600010020500092671510008008172020            02936260SEA GULL RUG COMPANY
2016609012026700001271510008001252020            01500000QUAIL INTERNATIONAL
2022101012017600001271510008003132020            00022500GROUSE NATIONAL BANK
2027600012018500112671510008006112020            01000995SEA GULL RUG COMPANY
2015148911028000118083510002005032020            00457074MACAW LOCK COMPANY
2027600010020500092671510009002142020            00306573SEA GULL RUG COMPANY
2016609010010200001071510009008252020            02669533QUAIL INTERNATIONAL
2016609010010200001071510009004012020            01521891QUAIL INTERNATIONAL
2027600011022100102671510009002082020            04368768SEA GULL RUG COMPANY
2018995010012500000971510009002102020            00471574WHITE OAK PAPER CO
2016636010035400596659510009001042020            01786999RAVEN LOCKS & KEYS
2018995010036500001071510009004142020            00050922WHITE OAK PAPER CO
2016609012026700001271510009006192020            04168336QUAIL INTERNATIONAL
2016609012026700001271510009003312020            11827090QUAIL INTERNATIONAL
2016604011029200019114510008002212020            0015531yPIN OAK INVESTMENTS
2022101011023700001171510008006112020            00025312GROUSE NATIONAL BANK
2012886010033900001071510008009272020            02898544LAPWING RADIO & TV
2016609010035300001071510008006302020            00154266QUAIL INTERNATIONAL
2016604011029200018726515001006282020            00386349PIN OAK INVESTMENTS
2016604011029200019626515001006252020            00880070PIN OAK INVESTMENTS
2016604012026600021171515001009272020            04191175PIN OAK INVESTMENTS
2016604011029200019478515001008012020            02812500PIN OAK INVESTMENTS
2016604011020000018378515001001252020            00309321PIN OAK INVESTMENTS
2016604011029200018744515001008062020            01460752PIN OAK INVESTMENTS
2016604012011600020386515001002022020            00069439PIN OAK INVESTMENTS
2016604012026600022004515001001042020            02946768PIN OAK INVESTMENTS
2016604012011600020255515001009172020            04564842PIN OAK INVESTMENTS
2016604012011600020138515001006292020            00064464PIN OAK INVESTMENTS
2016604012026600021911515001005062020            0102079yPIN OAK INVESTMENTS
2016604012026600021612515001008212020            0012959rPIN OAK INVESTMENTS
2016604012026600021449515001001272020            00722074PIN OAK INVESTMENTS
2016604012026600021111515001002072020            00094855PIN OAK INVESTMENTS
2016604012026600021600515001003212020            02249998PIN OAK INVESTMENTS
2016604012011600020621515001008252020            00286189PIN OAK INVESTMENTS
2016604012011600020417515001012132020            0101144wPIN OAK INVESTMENTS
2016604012011600020749515001010032020            00157315PIN OAK INVESTMENTS
2016604012026600021291515001009072020            00405012PIN OAK INVESTMENTS
2016604012026600021381515001001272020            00109060PIN OAK INVESTMENTS
2016604012026600020909515001005252020            00025362PIN OAK INVESTMENTS
2016090010009408837560515001010112020            00690069PETUNIA REFRIGERATION
2016604010010000015963515001009072020            04500000PIN OAK INVESTMENTS
2016604010026200016627515001009042020            01904220PIN OAK INVESTMENTS
2016604010026200016833515001010102020            00471574PIN OAK INVESTMENTS
2022101010000400010171515001004112020            0150000pGROUSE NATIONAL BANK
2016604012011600019932515001009242020            00119722PIN OAK INVESTMENTS
2013598010008200018159520001110212020            05466288LINDEN OFFICE SUPPLIES
2010012010015500041242520001105062020            0039214sALBATROSS RADIO SUPPLY
2010012010015500045072520001106242020            00445100ALBATROSS RADIO SUPPLY
2010012012018700048871520001112132020            02133544ALBATROSS RADIO SUPPLY
2010012012018700047272520001109032020            01521891ALBATROSS RADIO SUPPLY
2010012012018700048732520001106292020            01786999ALBATROSS RADIO SUPPLY
2010012011004500045857520001108272020            00087796ALBATROSS RADIO SUPPLY
2013598011018600020915520001106292020            00072033LINDEN OFFICE SUPPLIES
2010012011004500046099520001110022020            05497060ALBATROSS RADIO SUPPLY
2010012011024200046614520001109072020            00103467ALBATROSS RADIO SUPPLY
20186300100364000D8669520001103112020            00066406TULIP TREE,INC.
2010012010023000044960520001108132020            01772223ALBATROSS RADIO SUPPLY
2010012010023000045330520001103062020            00542506ALBATROSS RADIO SUPPLY
2013598010025300019224520001108272020            00453775LINDEN OFFICE SUPPLIES
2010012010004300044250520001101232020            00060789ALBATROSS RADIO SUPPLY
2010012010004300044314520001310022020            00437548ALBATROSS RADIO SUPPLY
2010012010004300044638520001206302020            03784677ALBATROSS RADIO SUPPLY
2010012011004500046023520001212132020            00046125ALBATROSS RADIO SUPPLY
2010012011004500046319520001203062020            00731722ALBATROSS RADIO SUPPLY
2013598011018600020724520001204242020            00808091LINDEN OFFICE SUPPLIES
2010012012018700048620520001211252020            00433662ALBATROSS RADIO SUPPLY
2013598012023800022376520001204012020            02669533LINDEN OFFICE SUPPLIES
2010012012004400048030520001209242020            00471574ALBATROSS RADIO SUPPLY
2013598012023800022679520001205152020            01786999LINDEN OFFICE SUPPLIES
2010252811015800007689535001009272020            00437548CROW DUPLICATING
2010252811015800010171535001009072020            03784677CROW DUPLICATING
2010675012005700006274535001002212020            00390436FIR MFG CO
2010910312008600110210535001008272020            00058460GERANIUM ELECTRONICS
2018200012013505001986535001002212020            00025362SYCAMORE ENTERPRISES
2010252811015800007823535001005172020            02811154CROW DUPLICATING
2010675010005600006185535001009072020            02946768FIR MFG CO
2010910310005800090210535001005112020            08968300GERANIUM ELECTRONICS
2010252810004700007313535001003292020            01880919CROW DUPLICATING
2010252810004700007438535001008172020            00238788CROW DUPLICATING
2010252810004700000871535001005092020            0042611tCROW DUPLICATING
2018200011021205001896535001001142020            00230970SYCAMORE ENTERPRISES
2010675011016500006227535001004142020            00064069FIR MFG CO
2010910311016700100212535001002102020            00000000GERANIUM ELECTRONICS
2018200010011905001809535001005252020            00706221SYCAMORE ENTERPRISES
2010252812004700011171535001003312020            01755984CROW DUPLICATING
2010252812004700008073535001004252020            00069889CROW DUPLICATING
2010252812004700008237535001011252020            00414832CROW DUPLICATING
2031359852378210578315540045G11272020            3216927pLINDEN OFFICE SUPPLIES
2031359837495210578315540065S12272020            04825390LINDEN OFFICE SUPPLIES
2022101011000700011571540001006192020            04784983GROUSE NATIONAL BANK
2022101011002600111271540001002142020            06226960GROUSE NATIONAL BANK
2022101011002900111571540001009202020            02534229GROUSE NATIONAL BANK
2022101011004200111971540001009042020            04871608GROUSE NATIONAL BANK
2022101010027600103171540001007282020            02091541GROUSE NATIONAL BANK
2022101010004000101571540001009032020            05522671GROUSE NATIONAL BANK
2022101010015300102271540001004082020            04685553GROUSE NATIONAL BANK
2022101010000400010171540001003272020            04685990GROUSE NATIONAL BANK
2022101010001200010671540001001082020            04573266GROUSE NATIONAL BANK
2022101010003900101571540001002042020            02493825GROUSE NATIONAL BANK
2022101012000900121071540001009202020            06154542GROUSE NATIONAL BANK
2022101012002400121371540001005112020            03000000GROUSE NATIONAL BANK
2022101012004000121771540001001142020            04754134GROUSE NATIONAL BANK
2022101012017000122971540001003132020            04755324GROUSE NATIONAL BANK
2022101012000400012371540001009222020            04610850GROUSE NATIONAL BANK
2022101012014800122371540001003122020            04495824GROUSE NATIONAL BANK
2022101012016200123171540001004242020            02084041GROUSE NATIONAL BANK
2030252042412184261368545012B12122020            00101929CROW DUPLICATING
2010012011004500045561550001105252020            00063213ALBATROSS RADIO SUPPLY
2010012011004500045828550001112052020            00073699ALBATROSS RADIO SUPPLY
2013168011009200009172550001102212020            04168336LILY OFFICE FURNITURE
2013168011009200007161550001102212020            00453251LILY OFFICE FURNITURE
2015425011010300068112550001102042020            00000000PEONY ELECTRONICS
2016609011011400001171550001102072020            0102079yQUAIL INTERNATIONAL
2010012011024200046893550001101042020            00118794ALBATROSS RADIO SUPPLY
2026604010015400067743550001110212020            00785155PIN OAK INVESTMENTS
2026604010015400048748550001109212020            01644358PIN OAK INVESTMENTS
2010012010004300044314550001101232020            0025196wALBATROSS RADIO SUPPLY
2010012010004300044334550001109172020            00096730ALBATROSS RADIO SUPPLY
2015425012010100072370550001202072020            01184413PEONY ELECTRONICS
2013598012023800022376550001203212020            01134366LINDEN OFFICE SUPPLIES
2010012012004400046934550001202082020            00418054ALBATROSS RADIO SUPPLY
2010012012018700048620550001208252020            03221133ALBATROSS RADIO SUPPLY
2010012012018700048674550001212132020            02253141ALBATROSS RADIO SUPPLY
2010012012018700048900550001210032020            00227736ALBATROSS RADIO SUPPLY
2010012012018700041602550001209032020            00164364ALBATROSS RADIO SUPPLY
2013598012023800022679550001209072020            01953786LINDEN OFFICE SUPPLIES
2016609012011800001271550001106252020            00598423QUAIL INTERNATIONAL
2016604012011600090012550001102142020            00064069PIN OAK INVESTMENTS
2015425012010100072371550001108252020            04368768PEONY ELECTRONICS
2016609012026700001271550001104012020            00680805QUAIL INTERNATIONAL
2016604012026600091320550001102102020            02999998PIN OAK INVESTMENTS
2016604012026600091010550001101042020            00154266PIN OAK INVESTMENTS
2010037511015600014863550001105172020            00418054ARBUTUS FILM CO
2010037511015600012438550001104172020            01514019ARBUTUS FILM CO
2010037511015600011632550001103172020            00646148ARBUTUS FILM CO
2010037511015600009481550001102172020            04079627ARBUTUS FILM CO
2010037511015600007627550001101172020            00085155ARBUTUS FILM CO
2016609011020200001171550001108252020            02669533QUAIL INTERNATIONAL
2013598012009400021970550001306252020            00431319LINDEN OFFICE SUPPLIES
2013598010034300019671550001305032020            0102931rLINDEN OFFICE SUPPLIES
2013598010025300018924550001202122020            00130896LINDEN OFFICE SUPPLIES
2010012010004300044165550001209202020            00114622ALBATROSS RADIO SUPPLY
2013598010008200018034550001210102020            06504319LINDEN OFFICE SUPPLIES
2013598010008200018488550001210112020            04564842LINDEN OFFICE SUPPLIES
2015425010009000064161550001202022020            00935733PEONY ELECTRONICS
2010012010023000044989550001203212020            0012959rALBATROSS RADIO SUPPLY
2010012010023000045363550001203242020            01221135ALBATROSS RADIO SUPPLY
2013598010025300019111550001209222020            00708076LINDEN OFFICE SUPPLIES
2013598010034300019670550001210112020            00030940LINDEN OFFICE SUPPLIES
2013598011018600020724550001209072020            05466288LINDEN OFFICE SUPPLIES
2010012011004500046023550001209042020            03000000ALBATROSS RADIO SUPPLY
2010012011004500046307550001210102020            01755984ALBATROSS RADIO SUPPLY
2010012011004500046319550001204112020            00069889ALBATROSS RADIO SUPPLY
2013168011009200009172550001209242020            00547068LILY OFFICE FURNITURE
2013598011009500020160550001202022020            00534117LINDEN OFFICE SUPPLIES
2015425011010300068111550001201042020            00087163PEONY ELECTRONICS
